analysis,feature_set,model,n_rows,n_athletes,target,r2_mean,r2_ci_low,r2_ci_high,r2_sd,mae_mean,mae_ci_low,mae_ci_high,rmse_mean,rmse_ci_low,rmse_ci_high
same_observation,g1_tests,Ridge,1564,502,PUNTOS,0.35028683269732186,0.24512536837197021,0.45544829702267353,0.07575259754171136,78.67331517341393,73.49676387321603,83.84986647361183,98.99882965688592,90.65630857755303,107.3413507362188
same_observation,g1_tests,RandomForest,1564,502,PUNTOS,0.31334019508821453,0.20675527139903715,0.4199251187773919,0.07677798022344409,80.79046841600831,73.40892244284316,88.17201438917346,101.81064480895643,93.00002364976025,110.6212659681526
same_observation,g1_tests,GradientBoosting,1564,502,PUNTOS,0.33455312147492167,0.2357542432292855,0.4333519997205578,0.07116933668933284,79.52210458583899,72.95940511013158,86.0848040615464,100.24096250170858,91.88725874928318,108.59466625413398
same_observation,context_g1,Ridge,1564,502,PUNTOS,0.4189971407128705,0.3023247537593775,0.5356695276663634,0.08404443994593659,73.63133455960056,67.12418089128846,80.13848822791266,93.57563657966094,83.23378464491006,103.91748851441182
same_observation,context_g1,RandomForest,1564,502,PUNTOS,0.43802233031677584,0.3267573343469509,0.5492873262866007,0.08014924967291814,72.39702883301013,65.48006598159225,79.313991684428,92.02385592011619,82.17696572906516,101.87074611116722
same_observation,context_g1,GradientBoosting,1564,502,PUNTOS,0.45045251124452906,0.33944564470788363,0.5614593777811745,0.07996330727290726,71.34658393288494,65.63422637690981,77.05894148886007,90.96687237861155,81.29419099609524,100.63955376112787
same_observation,broader_context_g1,Ridge,1564,502,PUNTOS,0.41756286053936764,0.2973530632294949,0.5377726578492403,0.0865925979122204,73.85129880012826,67.42393394908714,80.27866365116938,93.67816783270248,83.10535365056666,104.25098201483831
same_observation,broader_context_g1,RandomForest,1564,502,PUNTOS,0.4691895633862025,0.34525994672211996,0.593119180050285,0.08927215339649482,69.65290098360457,61.90062957060584,77.40517239660329,89.34520938690255,77.83562549573965,100.85479327806546
same_observation,broader_context_g1,GradientBoosting,1564,502,PUNTOS,0.46034367478430493,0.350073739247775,0.5706136103208349,0.07943246227349711,70.3717527090359,64.07905336310026,76.66445205497155,90.1637257265732,80.08011094699103,100.24734050615538
